id,fire_name,fire_started_date,fire_extinguished_date,archive_year,county_id,state,cause_id,cause_description,percent_contained,total_acres_burned,major_incident
896,Tucker Fire,2019-07-28,2019-08-11,2019,25,CA,14,Unidentified,100,14217,f
897,Taboose Fire,2019-09-06,2019-11-21,2019,14,CA,14,Unidentified,100,10296,t
898,Maria Fire ,2019-10-31,2019-11-06,2019,56,CA,14,Unidentified,100,9999,t
899,Red Bank Fire,2019-09-05,2019-09-13,2019,52,CA,14,Unidentified,100,8838,t
900,Saddle Ridge Fire,2019-10-10,2019-10-31,2019,19,CA,14,Unidentified,100,8799,t
901,R-1 Fire,2019-08-28,2019-09-04,2019,18,CA,1,Lightning,100,3380,f
902,Cave Fire (No Longer a CAL FIRE Incident),2019-11-25,2019-12-14,2019,42,CA,7,Arson,100,3126,f
903,Long Valley Fire ,2019-08-24,2019-08-27,2019,18,CA,14,Unidentified,100,2438,f
904,Tenaja,2019-09-04,2019-09-14,2019,33,CA,1,Lightning,100,1926,t
905,McMillan Fire,2019-06-12,2019-06-24,2019,40,CA,14,Unidentified,100,1764,f
906,Border 8 Fire,2019-08-16,2019-08-17,2019,62,CA,14,Unidentified,100,1507,f
907,West Butte Fire,2019-06-08,2019-06-17,2019,51,CA,14,Unidentified,100,1350,f
908,Boulder Fire,2019-06-05,2019-06-11,2019,40,CA,14,Unidentified,100,1127,f
909,W1 McDonald Fire,2019-08-08,2019-08-11,2019,18,CA,14,Unidentified,100,1020,f
910,Gillis Fire,2019-07-08,2019-07-09,2019,40,CA,14,Unidentified,100,974,f
911,Belmont Fire,2019-05-29,2019-06-03,2019,40,CA,14,Unidentified,100,835,f
912,Marsh Complex,2019-08-03,2019-08-06,2019,7,CA,14,Unidentified,100,757,f
913,Getty Fire ,2019-10-28,2019-11-05,2019,19,CA,11,Powerline,100,745,f
914,Burris Fire,2019-10-27,2019-11-03,2019,23,CA,14,Unidentified,100,703,f
915,Jerry Fire,2019-06-21,2019-06-24,2019,33,CA,14,Unidentified,100,525,f
916,Caliente Fire,2019-08-01,2019-08-03,2019,37,CA,14,Unidentified,100,448,f
917,Real Fire,2019-10-17,2019-10-21,2019,42,CA,14,Unidentified,100,420,f
918,Reche Fire,2019-10-10,2019-10-13,2019,33,CA,14,Unidentified,100,350,t
919,46 Fire,2019-10-31,2019-11-03,2019,33,CA,14,Unidentified,100,328,f
920,Hwy Fire,2019-09-28,2019-09-28,2019,4,CA,11,Powerline,100,300,f
921,Hollow Fire,2019-07-03,2019-07-05,2019,39,CA,10,Vehicle,100,283,f
922,Rams Horn Fire,2019-09-07,2019-09-12,2019,53,CA,14,Unidentified,100,280,f
923,Snail Fire,2019-09-01,2019-09-05,2019,56,CA,14,Unidentified,100,279,f
924,Snowstorm Fire,2019-07-05,2019-07-06,2019,18,CA,2,Equipment Use,100,263,f
925,R-6 Fire,2019-09-06,2019-09-11,2019,18,CA,14,Unidentified,100,260,f
926,Citrus Fire,2019-06-02,2019-06-11,2019,54,CA,14,Unidentified,100,257,f
927,Sycamore Fire,2019-09-07,2019-09-08,2019,33,CA,1,Lightning,100,250,f
928,Henthorne Fire,2019-09-05,2019-09-18,2019,53,CA,14,Unidentified,100,244,f
929,Kidder 2 Fire,2019-09-07,2019-09-26,2019,47,CA,14,Unidentified,100,227,f
930,Moose Fire,2019-08-12,2019-08-17,2019,23,CA,14,Unidentified,100,225,t
931,Lopez Fire,2019-09-21,2019-09-27,2019,40,CA,14,Unidentified,100,220,t
932,Wolf Fire ,2019-06-29,2019-06-30,2019,33,CA,14,Unidentified,100,214,f
933,Madera Fire ,2019-07-15,2019-07-16,2019,20,CA,14,Unidentified,100,213,f
934,Merced Fire ,2019-06-29,2019-07-02,2019,24,CA,14,Unidentified,100,210,f
935,Malech Fire,2019-06-09,2019-06-11,2019,43,CA,14,Unidentified,100,210,f
936,Lumgrey Fire,2019-06-17,2019-06-24,2019,47,CA,14,Unidentified,100,207,f
937,Milton Fire ,2019-07-15,2019-07-16,2019,50,CA,14,Unidentified,100,202,f
938,Hillside Fire,2019-10-31,2019-11-05,2019,36,CA,14,Unidentified,100,200,f
939,Cypress Complex,2019-10-27,2019-10-28,2019,7,CA,14,Unidentified,100,200,f
940,Olivas Fire,2019-10-11,2019-10-12,2019,56,CA,14,Unidentified,100,200,f
941,McMurray Fire,2019-09-09,2019-09-14,2019,42,CA,14,Unidentified,100,200,f
942,Doyle Fire,2019-07-14,2019-07-16,2019,18,CA,14,Unidentified,100,193,f
943,Sargent Fire,2019-07-09,2019-07-10,2019,27,CA,14,Unidentified,100,190,f
944,Vulcan Fire,2019-05-03,2019-05-08,2019,15,CA,14,Unidentified,100,172,f
945,Bautista Fire,2019-09-15,2019-09-22,2019,33,CA,14,Unidentified,100,167,f
946,Cottage Fire,2019-08-15,2019-08-17,2019,45,CA,2,Equipment Use,100,156,t
947,Spruce Fire,2019-06-01,2019-06-11,2019,54,CA,14,Unidentified,100,155,f
948,Sky Fire ,2019-10-27,2019-10-28,2019,7,CA,14,Unidentified,100,150,f
949,Dyer Fire,2019-06-26,2019-06-27,2019,31,CA,14,Unidentified,100,148,f
950,Glencove Fire ,2019-10-27,2019-10-28,2019,48,CA,14,Unidentified,100,140,f
951,South Fire ,2019-07-14,2019-07-15,2019,56,CA,14,Unidentified,100,131,f
952,Shady Fire,2019-05-18,2019-05-24,2019,33,CA,14,Unidentified,100,130,f
953,Goose 2 Fire,2019-07-17,2019-07-20,2019,25,CA,14,Unidentified,100,128,f
954,Weisgarber Fire,2019-06-20,2019-06-21,2019,37,CA,14,Unidentified,100,120,t
955,Bitter Fire ,2019-06-10,2019-06-11,2019,40,CA,14,Unidentified,100,120,f
956,Woody Fire,2019-04-30,2019-05-08,2019,15,CA,14,Unidentified,100,115,f
957,Meadow Fire (Not a CAL FIRE incident),2019-08-02,2019-08-02,2019,25,CA,9,Miscellaneous,100,103,f
958,Kennedy Fire,2019-09-21,2019-09-22,2019,33,CA,14,Unidentified,100,98,f
959,Sawday Fire ,2019-10-25,2019-10-28,2019,37,CA,15,Structure,100,97,t
960,Orange fire,2019-07-13,2019-07-13,2019,33,CA,14,Unidentified,100,96,f
961,Toro Fire ,2019-08-05,2019-08-06,2019,33,CA,14,Unidentified,100,94,f
962,Trinity Fire,2019-06-26,2019-06-26,2019,45,CA,14,Unidentified,100,90,f
963,Timm Fire ,2019-08-13,2019-08-13,2019,48,CA,14,Unidentified,100,81,f
964,Nelson Fire ,2019-10-24,2019-10-24,2019,4,CA,2,Equipment Use,100,80,f
965,Ivy Fire,2019-08-25,2019-08-25,2019,33,CA,14,Unidentified,100,80,f
966,Levee Fire,2019-06-08,2019-06-17,2019,58,CA,14,Unidentified,100,70,f
967,Corning Fire ,2019-10-09,2019-10-09,2019,52,CA,14,Unidentified,100,68,f
968,Jolon Fire,2019-09-01,2019-09-02,2019,27,CA,14,Unidentified,100,66,f
969,Sugar Fire,2019-05-10,2019-05-24,2019,31,CA,14,Unidentified,100,65,f
970,Cabrillo Fire,2019-10-24,2019-10-27,2019,41,CA,14,Unidentified,100,62,f
971,Forbestown Fire,2019-09-06,2019-09-12,2019,4,CA,14,Unidentified,100,58,f
972,Forest Fire,2019-10-27,2019-10-28,2019,7,CA,14,Unidentified,100,50,f
973,Prairie Fire ,2019-08-02,2019-08-02,2019,34,CA,9,Miscellaneous,100,50,f
974,Ink Fire,2019-06-08,2019-06-17,2019,28,CA,14,Unidentified,100,50,f
975,Aborn Fire,2019-07-15,2019-07-15,2019,43,CA,14,Unidentified,100,47,f
976,Lower Fire,2019-08-12,2019-08-13,2019,45,CA,14,Unidentified,100,46,f
977,Diversion Fire,2019-05-30,2019-06-03,2019,33,CA,14,Unidentified,100,45,f
978,Flood Fire ,2019-09-05,2019-09-05,2019,39,CA,11,Powerline,100,44,f
979,Ardo Fire,2019-06-12,2019-06-17,2019,27,CA,14,Unidentified,100,43,f
980,Palisades Fire,2019-10-21,2019-10-31,2019,19,CA,10,Vehicle,100,42,f
981,Plains Fire,2019-10-10,2019-10-10,2019,45,CA,11,Powerline,100,42,f
982,Calaveras Fire ,2019-06-10,2019-06-17,2019,43,CA,14,Unidentified,100,35,f
983,Yucca Fire,2019-08-22,2019-08-23,2019,33,CA,14,Unidentified,100,34,f
984,Heavy Range Fire,2019-08-10,2019-08-10,2019,57,CA,14,Unidentified,100,33,f
985,Yokohl Fire,2019-06-03,2019-06-04,2019,54,CA,14,Unidentified,100,33,f
986,Bitter Fire,2019-10-11,2019-10-11,2019,40,CA,14,Unidentified,100,30,f
987,Point Fire ,2019-10-07,2019-10-07,2019,43,CA,14,Unidentified,100,29,f
988,Glass Fire,2019-09-04,2019-09-05,2019,17,CA,14,Unidentified,100,28,t
989,Watt Fire,2019-06-07,2019-06-11,2019,31,CA,14,Unidentified,100,27,f
990,Border 10 Fire,2019-08-25,2019-08-28,2019,"62,37",CA,14,Unidentified,100,25,f
991,Bikeway Fire,2019-07-05,2019-07-05,2019,1,CA,14,Unidentified,100,25,f
992,Fellow Fire,2019-07-05,2019-07-05,2019,7,CA,14,Unidentified,100,24,f
993,Preston Fire,2019-08-08,2019-08-08,2019,55,CA,8,Playing with fire,100,21,f
994,Radio Fire,2019-08-12,2019-08-12,2019,33,CA,1,Lightning,100,20,f
995,Golf Fire,2019-08-08,2019-08-11,2019,17,CA,14,Unidentified,100,20,f
996,Gibbel Fire ,2019-07-11,2019-07-11,2019,33,CA,5,Debris,100,20,f
997,Sobrante Fire ,2019-11-01,2019-11-01,2019,33,CA,14,Unidentified,100,19,f
998,Warren Fire,2019-09-30,2019-09-30,2019,33,CA,14,Unidentified,100,19,f
999,Carroll Fire,2019-08-31,2019-08-31,2019,1,CA,14,Unidentified,100,19,f
1000,Del Fire,2019-10-03,2019-10-04,2019,50,CA,14,Unidentified,100,18,f
1001,Foster Fire ,2019-09-04,2019-09-04,2019,35,CA,14,Unidentified,100,17,f
1002,Greenstone Fire ,2019-08-14,2019-08-14,2019,9,CA,14,Unidentified,100,16,f
1003,Duzel Fire,2019-09-07,2019-09-10,2019,47,CA,2,Equipment Use,100,15,f
1004,Telephone Fire,2019-09-02,2019-09-06,2019,36,CA,14,Unidentified,100,15,f
1005,Pauma Fire,2019-06-10,2019-06-24,2019,37,CA,9,Miscellaneous,100,15,f
1006,Carson Fire,2019-07-30,2019-07-31,2019,9,CA,14,Unidentified,100,13,f
1007,Mayberry Fire ,2019-06-29,2019-06-29,2019,4,CA,14,Unidentified,100,12,f
1008,Beaumont Fire,2019-10-21,2019-10-22,2019,36,CA,14,Unidentified,100,11,f
1009,Dales Fire,2019-10-07,2019-10-07,2019,52,CA,14,Unidentified,100,11,f
1010,Fairmont Fire,2019-10-15,2019-10-16,2019,37,CA,14,Unidentified,100,10,f
1011,Inghram Fire,2019-10-09,2019-10-08,2019,52,CA,14,Unidentified,100,10,f
1012,Electra Fire,2019-09-25,2019-09-25,2019,3,CA,14,Unidentified,100,10,t
1013,IronGate Fire,2019-06-16,2019-06-21,2019,47,CA,14,Unidentified,100,10,f
1014,Cana Fire,2019-04-30,2019-05-08,2019,4,CA,14,Unidentified,100,10,f
1015,Springs Fire,2013-05-02,2013-05-11,2013,56,CA,14,Unidentified,100,24251,t
1016,Pfeiffer Fire,2013-12-16,2013-12-20,2013,27,CA,9,Miscellaneous,100,917,f
1017,Jurupa Fire,2013-02-28,2013-03-02,2013,33,CA,14,Unidentified,100,311,f
1018,Becks Fire,2013-01-22,2013-01-23,2013,17,CA,14,Unidentified,100,296,f
1019,Daves Fire,2013-06-12,2013-06-17,2013,11,CA,14,Unidentified,100,226,f
1020,Tassajara Fire,2013-07-17,2013-07-17,2013,27,CA,14,Unidentified,100,213,f
1021,Highland Fire,2013-10-04,2013-10-04,2013,1,CA,2,Equipment Use,100,150,f
1022,Neal Fire,2013-05-22,2013-05-22,2013,4,CA,14,Unidentified,100,150,t
1023,Bee Fire,2013-08-09,2013-08-11,2013,19,CA,1,Lightning,100,100,f
1024,Butte Fire,2013-04-09,2013-04-09,2013,10,CA,14,Unidentified,100,80,f
1025,Tehama Fire,2013-09-15,2013-09-15,2013,52,CA,14,Unidentified,100,75,f
1026,Cedar Fire,2013-05-01,2013-05-04,2013,4,CA,18,Escaped Prescribed Burn,100,72,t
1027,Happy Camp Fire,2013-12-10,2013-12-11,2013,56,CA,14,Unidentified,100,44,f
1028,Valley Fire,2013-09-26,2013-09-28,2013,37,CA,14,Unidentified,100,40,f
1029,Trout Fire,2013-07-31,2013-07-31,2013,47,CA,1,Lightning,100,40,f
1030,Honey Fire,2013-08-04,2013-08-05,2013,45,CA,14,Unidentified,100,34,f
1031,Refuse Fire,2013-12-30,2013-12-30,2013,23,CA,14,Unidentified,100,15,f
1032,Ranger Fire,2013-05-12,2013-05-13,2013,20,CA,14,Unidentified,100,15,f
1033,July Complex,2014-08-02,2014-08-06,2014,47,CA,14,Unidentified,100,50042,f
1034,Beaver Fire,2014-07-30,2014-09-02,2014,47,CA,14,Unidentified,100,32496,f
1035,Pulgas Fire,2014-05-15,2014-05-21,2014,37,CA,14,Unidentified,100,14416,f
1036,French Fire,2014-07-28,2014-07-28,2014,20,CA,14,Unidentified,100,13838,f
1037,Lodge Lightning Complex,2014-07-30,2014-09-09,2014,23,CA,14,Unidentified,100,12536,t
1038,Stoney Fire,2014-06-19,2014-06-21,2014,27,CA,14,Unidentified,100,4840,f
1039,Meadow Fire,2014-08-16,2014-12-12,2014,22,CA,14,Unidentified,100,4772,f
1040,El Portal Fire,2014-07-26,2014-08-10,2014,22,CA,14,Unidentified,100,4689,f
1041,Dark Hole Fire,2014-07-17,2014-08-20,2014,22,CA,14,Unidentified,100,1080,f
1042,Hunters Fire,2014-05-26,2014-06-02,2014,22,CA,14,Unidentified,100,677,t
1043,Applegate Fire,2014-10-08,2014-10-15,2014,31,CA,14,Unidentified,100,459,t
1044,Black Fire,2014-09-13,2014-09-17,2014,23,CA,14,Unidentified,100,403,t
1045,Web Fire,2014-07-28,2014-08-01,2014,4,CA,14,Unidentified,100,389,t
1046,Bridge Fire,2014-09-05,2014-09-12,2014,22,CA,14,Unidentified,100,300,t
1047,Gun Club Fire,2014-07-24,2014-07-25,2014,24,CA,14,Unidentified,100,300,f
1048,Curie Fire,2014-06-30,2014-07-01,2014,43,CA,14,Unidentified,100,125,f
1049,Brewer Fire,2014-01-22,2014-01-22,2014,31,CA,10,Vehicle,100,120,f
1050,Saratoga Fire,2014-09-03,2014-09-05,2014,17,CA,14,Unidentified,100,100,f
1051,Interstate Fire,2014-09-01,2014-09-01,2014,33,CA,14,Unidentified,100,100,f
1052,Casa Fire,2014-08-28,2014-08-31,2014,43,CA,14,Unidentified,100,80,f
1053,Montgomery Fire,2014-09-07,2014-09-09,2014,22,CA,14,Unidentified,100,79,f
1054,Sabina Fire,2014-07-23,2014-07-24,2014,33,CA,14,Unidentified,100,78,f
1055,Ranch Fire,2014-07-01,2014-07-06,2014,15,CA,14,Unidentified,100,70,f
1056,June Fire,2014-09-16,2014-09-21,2014,14,CA,14,Unidentified,100,65,f
1057,Nelson Fire,2014-09-21,2014-09-22,2014,23,CA,4,Campfire,100,62,t
1058,Honcut Fire,2014-01-01,2014-01-02,2014,4,CA,14,Unidentified,100,60,f
1059,Freeway Fire ,2014-05-14,2014-05-20,2014,37,CA,14,Unidentified,100,56,f
1060,McClellan Fire,2014-08-01,2014-08-02,2014,12,CA,1,Lightning,100,37,f
1061,Bogart Fire,2014-06-06,2014-06-07,2014,33,CA,14,Unidentified,100,31,t
1062,Siskiyou County Lightning Fires,2014-07-29,2014-08-02,2014,47,CA,14,Unidentified,100,30,t
1063,Foothill Fire ,2014-09-29,2014-09-30,2014,56,CA,14,Unidentified,100,25,f
1064,Iowa Fire,2014-07-21,2014-07-22,2014,31,CA,14,Unidentified,100,14,f
1065,Santa Fire,2014-06-04,2014-06-04,2014,33,CA,14,Unidentified,100,14,f
1066,South Napa Earthquake,2014-08-24,2014-08-31,2014,28,CA,14,Unidentified,100,6,f
1067,River Complex,2015-07-30,2015-07-31,2015,53,CA,1,Lightning,100,77081,f
1068,Fork Complex,2015-07-30,2015-08-24,2015,53,CA,14,Unidentified,100,36503,f
1069,Gasquet Complex,2015-07-31,2015-08-04,2015,8,CA,1,Lightning,100,30361,f
1070,South Complex,2015-07-30,2015-08-03,2015,53,CA,14,Unidentified,100,29416,f
1071,Nickowitz Fire,2015-08-01,2015-11-09,2015,8,CA,14,Unidentified,100,7509,f
1072,Round Fire,2015-02-06,2015-02-12,2015,"14,26",CA,14,Unidentified,100,7000,t
1073,Humboldt Lightning Fires,2015-07-30,2015-08-19,2015,12,CA,14,Unidentified,100,4883,t
1074,Walker Fire,2015-08-14,2015-08-23,2015,26,CA,14,Unidentified,100,3676,f
1075,Horno Fire,2015-08-13,2015-08-18,2015,37,CA,14,Unidentified,100,1850,f
1076,Park Hill Fire,2015-06-20,2015-06-24,2015,40,CA,10,Vehicle,100,1791,t
1077,Meridian Fire,2015-10-03,2015-10-04,2015,4,CA,14,Unidentified,100,860,t
1078,Van Dyke Fire,2015-02-06,2015-02-20,2015,26,CA,14,Unidentified,100,509,f
1079,Sky Fire,2015-06-18,2015-06-19,2015,20,CA,10,Vehicle,100,500,f
1080,Tenaya Fire,2015-09-07,2015-09-11,2015,22,CA,14,Unidentified,100,415,f
1081,Lincoln Fire,2015-08-16,2015-08-20,2015,19,CA,14,Unidentified,100,374,f
1082,Ione Fire,2015-07-02,2015-07-02,2015,3,CA,7,Arson,100,355,t
1083,Warm Fire,2015-08-16,2015-08-16,2015,19,CA,14,Unidentified,100,300,f
1084,Site Fire,2015-06-05,2015-06-06,2015,1,CA,14,Unidentified,100,300,f
1085,Chorro Fire,2015-08-02,2015-08-12,2015,56,CA,14,Unidentified,100,282,f
1086,Christensen Fire,2015-05-28,2015-05-28,2015,1,CA,14,Unidentified,100,242,f
1087,Mendocino National Forest Lightning Complex,2015-07-30,2015-08-07,2015,23,CA,1,Lightning,100,227,f
1088,Pacheco Fire,2015-09-09,2015-09-10,2015,43,CA,1,Lightning,100,215,f
1089,Mesa Fire,2015-06-29,2015-06-29,2015,42,CA,14,Unidentified,100,211,f
1090,Rustic Fire,2015-08-14,2015-08-16,2015,56,CA,14,Unidentified,100,186,f
1091,Flat Fire ,2015-08-20,2015-08-21,2015,15,CA,14,Unidentified,100,167,f
1092,Merwin Fire,2015-07-01,2015-07-04,2015,33,CA,14,Unidentified,100,150,f
1093,Collier Fire,2015-06-18,2015-06-18,2015,39,CA,14,Unidentified,100,122,f
1094,Shinn Fire,2015-06-30,2015-07-03,2015,18,CA,14,Unidentified,100,111,f
1095,Apple Fire,2015-09-03,2015-09-03,2015,34,CA,14,Unidentified,100,110,t
1096,Riosa Fire,2015-06-08,2015-06-08,2015,31,CA,14,Unidentified,100,110,t
1097,Harrison Fire,2015-06-01,2015-06-05,2015,33,CA,14,Unidentified,100,80,f
1098,Webb Fire,2015-07-01,2015-07-01,2015,4,CA,9,Miscellaneous,100,75,f
1099,Prairie Fire,2015-08-20,2015-08-22,2015,47,CA,9,Miscellaneous,100,69,f
1100,Scales Fire,2015-08-01,2015-08-05,2015,36,CA,2,Equipment Use,100,65,f
1101,Kerkhoff Fire,2015-07-18,2015-07-22,2015,10,CA,1,Lightning,100,60,f
1102,Grapefruit Fire,2015-06-18,2015-06-21,2015,33,CA,2,Equipment Use,100,60,f
1103,Triangle Fire,2015-06-18,2015-06-19,2015,22,CA,10,Vehicle,100,60,t
1104,Military Fire,2015-10-10,2015-10-10,2015,47,CA,14,Unidentified,100,58,f
1105,Antelope Fire,2015-09-09,2015-09-15,2015,15,CA,14,Unidentified,100,45,f
1106,Geary Fire,2015-07-02,2015-07-03,2015,1,CA,1,Lightning,100,45,f
1107,FKU Lightning Fires,2015-06-05,2015-06-06,2015,10,CA,14,Unidentified,100,45,f
1108,Mason Fire ,2015-07-09,2015-07-13,2015,25,CA,14,Unidentified,100,43,f
1109,Garage Fire,2015-06-09,2015-06-10,2015,28,CA,11,Powerline,100,36,t
1110,Banister Fire,2015-11-11,2015-11-12,2015,56,CA,14,Unidentified,100,29,f
1111,Buckaroo Fire,2015-07-02,2015-07-05,2015,9,CA,1,Lightning,100,25,f
1112,Fox Fire,2015-06-07,2015-06-09,2015,22,CA,14,Unidentified,100,25,t
1113,Oasis Fire,2015-06-05,2015-06-06,2015,17,CA,14,Unidentified,100,25,f
1114,Snow Fire,2015-06-05,2015-06-05,2015,33,CA,2,Equipment Use,100,25,f
1115,Mad River Complex,2015-07-30,2015-08-01,2015,53,CA,14,Unidentified,100,0,f
1116,Rey Fire ,2016-08-18,2016-09-15,2016,42,CA,9,Miscellaneous,100,32606,f
1117,San Gabriel Complex (Formerly Fish & Reservoir Fires),2016-06-20,2018-04-23,2016,19,CA,14,Unidentified,100,5399,f
1118,Roberts Fire,2016-05-18,2016-05-20,2016,40,CA,14,Unidentified,100,3712,f
1119,Clark Fire,2016-08-04,2016-08-07,2016,26,CA,14,Unidentified,100,2819,f
1120,Flat Fire,2016-09-19,2016-09-21,2016,15,CA,14,Unidentified,100,306,f
1121,King Fire ,2016-06-17,2016-06-20,2016,35,CA,14,Unidentified,100,237,t
1122,Briggs Fire,2016-07-12,2016-07-15,2016,33,CA,14,Unidentified,100,173,f
1123,Hills Fire,2016-04-28,2016-04-29,2016,10,CA,1,Lightning,100,151,f
1124,Maze Fire,2016-08-04,2016-08-04,2016,50,CA,14,Unidentified,100,140,f
1125,Rock Creek Fire,2016-08-05,2016-08-07,2016,26,CA,14,Unidentified,100,122,f
1126,Bailey Fire,2016-08-17,2016-08-18,2016,43,CA,14,Unidentified,100,100,f
1127,Cheyenne Fire,2016-06-15,2016-06-16,2016,5,CA,14,Unidentified,100,83,t
1128,Serpa Fire,2016-07-21,2016-07-25,2016,20,CA,14,Unidentified,100,80,t
1129,Mill Fire,2016-05-19,2016-05-21,2016,47,CA,14,Unidentified,100,56,f
1130,Casitas Fire,2016-04-28,2016-04-30,2016,56,CA,14,Unidentified,100,50,f
1131,Dockery Fire,2016-07-30,2016-08-01,2016,18,CA,2,Equipment Use,100,42,t
1132,Evergreen Fire,2016-08-28,2016-08-29,2016,33,CA,14,Unidentified,100,40,f
1133,Alder Fire,2016-08-06,2016-08-07,2016,9,CA,14,Unidentified,100,25,f
1134,North Branch Extension Fire,2016-07-29,2016-07-31,2016,17,CA,14,Unidentified,100,25,f
1135,Edison Fire,2016-05-12,2016-05-13,2016,56,CA,14,Unidentified,100,20,f
1136,Modoc July Complex,2017-07-24,2018-01-09,2017,25,CA,14,Unidentified,100,83120,f
1137,Schaeffer Fire,2017-06-24,2018-01-09,2017,54,CA,14,Unidentified,100,16031,f
1138,Adobe Fire (Central LNU Complex),2017-10-09,2018-01-09,2017,49,CA,14,Unidentified,100,1868,t
1139,Platina Fire,2017-06-13,2018-01-09,2017,45,CA,14,Unidentified,100,21,f
1140,Dehesa Fire,2017-06-04,2018-01-09,2017,37,CA,14,Unidentified,100,12,f
1141,Cranston Fire,2018-07-25,2019-01-04,2018,33,CA,14,Unidentified,100,13139,f
1142,Branscombe Fire,2018-10-07,2019-01-04,2018,48,CA,14,Unidentified,100,4500,f
1143,Twisselman Fire,2018-05-16,2019-01-04,2018,15,CA,14,Unidentified,100,293,f
1144,Wilcox Fire,2018-02-18,2019-01-03,2018,54,CA,14,Unidentified,100,33,f
1145,Montecito Flooding / Mudflows,2018-01-09,2019-01-03,2018,"42,56",CA,14,Unidentified,100,0,t
1146,Girasol Fire,2019-04-09,2019-04-10,2019,33,CA,14,Unidentified,100,30,f
